word,reading,meanings,level,example_ja,example_en
募る,つのる,to invite; to solicit help  participation  etc,N1,寒さは募る一方です。,The cold just grows stronger.
募金,ぼきん,fund-raising; collection of funds,N1,募金するのですか。,Do you give to charity?
墓地,はかち,cemetery; graveyard,N1,彼はこの墓地に埋葬されている。,He was buried in this graveyard.
慕う,したう,to yearn for; to miss; to adore; to love dearly,N1,僕は彼女を慕う気持ちを拭えなかった。,I couldn't stop myself from longing for her.
母校,ぼこう,alma mater,N1,私たちは母校を訪れた。,We visited our old school.
倣,ほう,imitate; follow; emulate,N1,全ての子供には、尊敬し模倣する人が必要だ。,Every child needs someone to look up to and copy.
包む,くるむ,to be engulfed in; to be enveloped by; to wrap up; to tuck in; to pack; to do up; to cover with; to dress i,N1,包む必要はありません。,You don't have to wrap it up.
呆れる,あきれる,to be amazed; to be shocked,N1,正直が聞いて呆れるよ。,"Him, honest? What a joke!"
呆気ない,あっけない,not enough; too quick (short  long  etc.),N1,,
呆然,ぼうぜん,dumbfounded; overcome with surprise; in blank amazement,N1,周りの人は呆然としていた。,The people around were stunned.
報じる,ほうじる,to inform; to report,N1,,
報ずる,ほうずる,to inform; to report,N1,,
報酬,ほうしゅう,remuneration; recompense; reward; toll,N1,これは過分の報酬だ。,This is more than I have earned.
報道,ほうどう,information; report,N1,報道陣の方ですね。,You're a reporter.
奉る,たてまつる,to offer; to present; to revere; to do respectfully,N1,,
奉仕,ほうし,attendance; service,N1,彼は数週間共同募金運動に奉仕した。,He worked for weeks on behalf of the community chest.
宝器,ほうき,treasured article or vessel; outstanding individual,N1,,
峰,みね,peak; ridge,N1,その峰は雲の上にそびえている。,The peak rises above the clouds.
崩壊,ほうかい,collapse; decay (physics); crumbling; breaking down; caving in,N1,床が崩壊した。,The floor gave way.
捧げる,ささげる,to lift up; to give; to offer; to consecrate; to devote; to sacrifice; to dedicate,N1,彼らは１２月２４日の晩、熱心に祈りを捧げる。,They offer an earnest prayer on the evening of December 24.
放り込む,ほうりこむ,to throw into,N1,,
放り出す,ほうりだす,to throw out; to fire; to expel; to give up; to abandon; to neglect,N1,静かにしていろ。さもないとここから放り出すぞ。,"Keep silent, or I will throw you out of here."
放棄,ほうき,abandonment; renunciation; abdication (responsibility  right),N1,その計画は放棄された。,The plans were discarded.
放射,ほうしゃ,radiation; emission,N1,今回の雨には放射能はない。,The rain is radiologically inactive this time.
放射能,ほうしゃのう,radioactivity,N1,今回の雨には放射能はない。,The rain is radiologically inactive this time.
放出,ほうしゅつ,release; emit,N1,植物は栄養物を作っているとき、酸素を放出する。,Plants give off oxygen as they make food.
放置,ほうち,leave as is; leave to chance; leave alone; neglect,N1,とんでもない欠陥が放置されてた。,I neglected some ridiculous flaws.
方策,ほうさく,plan; policy,N1,正直は最良の方策。,Honesty is the best policy.
方式,ほうしき,form; method; system,N1,彼は新しい方式を編み出した。,He worked out a new formula.
法案,ほうあん,bill (law),N1,法案は両院を通った。,The bill passed both Houses.
法学,ほうがく,law; jurisprudence,N1,彼は法学修士の学位を得た。,He got a master's degree in law.
法廷,ほうてい,courtroom,N1,法廷は来週開廷される。,The court will sit next week.
蜂蜜,はちみつ,honey,N1,それね、蜂蜜よ。,That's honey.
褒美,ほうび,reward; prize,N1,褒美をやろう。,You shall have a reward.
訪れる,おとずれる,to visit,N1,春は冬と夏の間に訪れる。,Spring comes between winter and summer.
豊作,ほうさく,abundant harvest; bumper crop,N1,毎年小麦は豊作だ。,The wheat crop bears a good harvest every year.
飽和,ほうわ,saturation,N1,ゲーム機の国内市場は飽和状態で、大きなヒットは期待できない。,"Being that the domestic game market is saturated, one can't hope for a big hit."
乏しい,とぼしい,meagre; scarce; limited; destitute; hard up; scanty; poor,N1,彼は話題の乏しい人だ。,He has no small talk.
傍ら,かたわら,beside(s); while; nearby,N1,彼は読書をし、その傍らで妻が手袋を編んでいた。,"He sat reading, with his wife knitting a pair of gloves beside him."
坊ちゃん,ぼっちゃん,son (of others),N1,御坊ちゃんに幸あれ。,All our best to that little boy.
妨害,ぼうがい,disturbance; obstruction; hindrance; jamming; interference,N1,彼は他人の私事を妨害する。,He invades the privacy of others.
暴動,ぼうどう,insurrection; rebellion; revolt; riot; uprising,N1,暴動が治まった。,The riot was put down.
暴風,ぼうふう,storm; windstorm; gale,N1,暴風雨には雷が伴った。,The storm was accompanied with thunder.
暴力,ぼうりょく,violence,N1,暴力は社会のガンだ。,Violence is the cancer of our society.
暴露,ばくろ,disclosure; exposure; revelation,N1,彼らの秘密が暴露された。,Their secret was laid bare.
望ましい,のぞましい,desirable; hoped for,N1,彼女はひとりでやるのが望ましい。,It is preferable that she do it alone.
冒頭,ぼうとう,beginning; start; outset,N1,彼はほんの冒頭部分を書き終えた。,He finished the opening.
紡績,ぼうせき,spinning,N1,,
膨れる,ふくれる,to get cross; to get sulky; to swell (out); to expand; to be inflated; to distend; to bulge,N1,トムってすぐ膨れるよね。,Tom gets cross easily.
膨脹,ぼうちょう,expansion; swelling; increase; growth,N1,,
防衛,ぼうえい,defense; protection; self-defense,N1,敵の防衛線を突破した。,We broke through the enemy lines.
防火,ぼうか,fire prevention; fire fighting; fire proof,N1,私たちは昨日防火訓練をした。,We had a fire drill yesterday.
頬っぺた,ほっぺた,cheek,N1,,
僕,しもべ,manservant; servant (of God),N1,僕は忙しい。,I'm busy.
牧師,ぼくし,pastor; minister; clergyman,N1,牧師は十字架を作った。,The priest made the sign of the cross.
没収,ぼっしゅう,forfeited,N1,私の免許は没収になった。,My license was confiscated.
没落,ぼつらく,ruin; fall; collapse,N1,欲の深さが彼を没落させた。,His greed brought him low.
殆ど,ほとんど,mostly; almost,N1,議論する価値は殆どない。,It is hardly worth discussing.
本の,ほんの,mere; only; just,N1,日本の人形です。,This is a Japanese doll.
本音,ほんね,real intention; motive,N1,本音を言えよ。,Tell me the truth.
本格,ほんかく,propriety; fundamental rules,N1,本格的に雨が降り出した。,It began to rain in earnest.
本館,ほんかん,main building,N1,別館は本館の北側にある。,The annex is on the north of the original building.
本気,ほんき,seriousness; truth; sanctity,N1,本気ですか。,Do you mean what you say?
本質,ほんしつ,essence; true nature; reality,N1,親切心は礼儀の本質である。,Kindness is the essence of politeness.
本場,ほんば,home; habitat; center; best place; genuine,N1,本場のプレッツェルが食べてみたくなった！,I had an urge to eat an authentic pretzel!
本体,ほんたい,substance; real form; object of worship,N1,なんであれ物事の本体を捕らえる事が肝心だ。,"No matter what the problem is, it's essential to get at the heart of the matter."
本能,ほんのう,instinct,N1,彼は闘争本能が強い。,He is possessed of a strong fighting instinct.
本文,ほんぶん,text (of document); body (of letter),N1,彼は日本文学の研究者だ。,He is a researcher of Japanese literature.
本名,ほんみょう,real name,N1,これが本名？,Is this your real name?
凡そ,およそ,about; roughly; as a rule; approximately,N1,凡そ人間に限らず、あらゆる動物は、異性に対つて、意識的無意識的に、「性的示威」を行ふものである。,"As a rule, not only in humans, but also in animals, ""sexual display"" occurs, consciously or unconsciously, towards individuals of the opposite sex."
凡ゆる,あらゆる,all; every,N1,,
麻,あさ,flax; linen; hemp,N1,麻薬やってるの？,Are you on drugs?
麻酔,ますい,anaesthesia,N1,麻酔の注射をします。,I'll give you anaesthesia.
麻痺,まひ,paralysis; palsy; numbness; stupor,N1,彼女は両足が麻痺している。,She is paralyzed in both legs.
埋まる,うずまる,to be buried; to be surrounded; to overflow; to be filled,N1,,
埋め込む,うめこむ,to bury,N1,,
埋蔵,まいぞう,buried property; treasure trove,N1,彼らは埋蔵された宝物を求めて砂漠を探検した。,They explored the desert in quest of buried treasure.
枚,まい,counter for flat objects (e.g. sheets of paper),N1,彼は二枚目だ。,He is a handsome man.
毎,ごと,each respectively,N1,毎年行きます。,I go every year.
幕,とばり,curtain; bunting; act (in play),N1,幕が下りた。,The curtain fell.
膜,まく,membrane; film,N1,私の結膜炎は慢性です。,My conjunctivitis is chronic.
末,うら,top end; tip,N1,良い週末を。,Have a nice weekend!
末期,まっき,closing years (period  days); last stage,N1,今年、祖父を末期癌で亡くしました。,I lost my grandfather to cancer this year.
万,ばん,many; all,N1,万事順調だ。,Everything is all right.
万人,ばんじん,all people; everybody; 10000 people,N1,この球場は５万人入る。,"This stadium will hold 50,000 people."
万能,ばんのう,all-purpose; almighty; omnipotent,N1,彼はスポーツ万能だね。,He excels in many sports.
満たす,みたす,to satisfy; to ingratiate; to fill; to fulfill,N1,彼らはその条件を満たすことが出来なかった。,They failed to fulfill the conditions.
満月,まんげつ,full moon,N1,今夜は満月だ。,There's a full moon tonight.
満場,まんじょう,unanimous; whole audience,N1,彼のばかげた提案が満場一致で承認された。,His foolish proposal was approved unanimously.
味わい,あじわい,flavour; meaning; significance,N1,この酒には独特の味わいがある。,This liquor has a taste all of its own.
味覚,みかく,taste; palate; sense of taste,N1,舌が腫れて、味覚がない！,"My tongue is swollen, and I can't taste a thing!"
未,ひつじ,eighth sign of Chinese zodiac (The Ram  1pm-3pm  south-southwest  June),N1,まだ未婚です。,I'm unmarried.
未だ,いまだ,as yet; hitherto; not yet (neg),N1,戦争は未だに続いている。,The war is still going on.
未開,みかい,savage land; backward region; uncivilized,N1,まだ未開拓の土地がある。,There are still uncivilized lands.
未婚,みこん,unmarried,N1,まだ未婚です。,I'm unmarried.
未熟,みじゅく,inexperience; unripeness; raw; unskilled; immature; inexperienced,N1,君はまだ未熟だ。,You're still inexperienced.
未知,みち,not yet known,N1,Ｘ記号は数学ではたいてい未知数を表す。,"The symbol ""x"" usually stands for an unknown quantity in mathematics."
未定,みてい,not yet fixed; undecided; pending,N1,彼の計画はまだ未定だ。,His plan is still in the air.
未練,みれん,lingering affection; attachment; regret(s); reluctance,N1,彼女にはまだ未練がある。,I still have some feelings for her.
密か,ひそか,secret; private; surreptitious,N1,まさか秘密か？,Is it a secret?
密集,みっしゅう,crowd; close formation; dense,N1,そこは新しい家が密集する地域だ。,It's an area crowded with new houses.
密接,みっせつ,related; connected; close; intimate,N1,両国はお互いに密接な関係がある。,The two countries are closely related to each other.
密度,みつど,density,N1,日本は人口密度が高い国である。,Japan has a high population density.
蜜,みつ,nectar; honey,N1,それね、蜂蜜よ。,That's honey.
脈,みゃく,pulse,N1,脈が遅いです。,My pulse is slow.
民主,みんしゅ,democratic; the head of the nation,N1,民主主義って何？,What's democracy?
民宿,みんしゅく,private home providing lodging for travelers,N1,あの民宿なら、素泊まり５千円だよ。,"That inn is 5,000 yen a night, meals excluded."
民俗,みんぞく,people; race; nation; racial customs; folk customs,N1,,
民族,みんぞく,people; race; nation; racial customs; folk customs,N1,我々は平和を愛する民族である。,We are a peace-loving nation.
眠たい,ねむたい,sleepy,N1,まだ眠たい。,I'm still sleepy.
無闇に,むやみに,unreasonably; absurdly; recklessly; indiscreetly; at random,N1,,
無意味,むいみ,nonsense; no meaning,N1,それは無意味だよ。,That's pointless.
無言,むごん,silence,N1,無言は承諾。,Who is silent is held to consent.
無効,むこう,invalid; no effect; unavailable,N1,この証書は完全に無効である。,This bond is null and void.
無口,むくち,reticence,N1,彼女は無口です。,She is quiet.
無邪気,むじゃき,innocence; simple-mindedness,N1,彼女は無邪気を装った。,She put on an air of innocence.
無線,むせん,wireless; radio,N1,マルコーニは無線を発明した。,Marconi invented the radio.
無駄遣い,むだづかい,waste money on; squander money on; flog a dead horse,N1,無駄遣いをするな。,Don't waste your money.
無断,むだん,without permission; without notice,N1,無断で触るな。,Don't touch anything without asking first.
無知,むち,ignorance,N1,無知は幸福。,Ignorance is bliss.
無茶,むちゃ,absurd; unreasonable; excessive; rash; absurdity; nonsense,N1,それは、無茶だ。,That won't work.
無茶苦茶,むちゃくちゃ,confused; jumbled; mixed up; unreasonable,N1,そんなの無茶苦茶だよ。,That's absurd.
無難,ぶなん,safety; security,N1,男性の一部と女性の一部が計算は速いと言うほうが無難だ。,It is safer to say that some men and some women are good at figures.
無念,むねん,chagrin; regret,N1,,
無能,むのう,inefficiency; incompetence,N1,彼は医者として無能だ。,He is no good as a doctor.
無用,むよう,useless; futility; needlessness; unnecessariness,N1,心配ご無用！,Don't worry!
無礼,ぶれい,impolite; rude,N1,彼は無礼な人だ。,He is a rude person.
無論,むろん,of course; naturally,N1,彼は英語は無論のこと、フランス語も話します。,"He speaks French, not to speak of English."
婿,むこ,son-in-law,N1,花婿は30歳です。,The groom is thirty years old.
名高い,なだかい,famous; celebrated; well-known,N1,彼女は歌手として名高い。,She is famous as a singer.
名札,なふだ,name plate; name tag,N1,名札を付けてたの？,Were you wearing a name tag?
名産,めいさん,noted product,N1,,
名残,なごり,remains; traces; memory,N1,大聖堂は西の扉にロマネスク様式の名残があり、半円状のアーチを見ることができる。,"There are traces of Romanesque style at the west gate of the cathedral, such as a semi-circular arch."
名称,めいしょう,name,N1,ここの正式名称は何ですか？,What is the official name for this place?
名付ける,なづける,to name (someone),N1,トムは我が子をジョンと名付けることにした。,Tom decided to name his child John.
名簿,めいぼ,register of names,N1,名簿に私も加えといて。,Add my name to the list.
名誉,めいよ,honor; credit; prestige,N1,名誉の証です。,It's a badge of honor.
命中,めいちゅう,a hit,N1,昨日は４発命中しただけでした。,I only shot four bull's-eyes yesterday.
明々後日,しあさって,two days after tomorrow,N1,会議は明々後日に延期された。,The meeting was postponed to three days from today.
明かす,あかす,to pass; spend; to reveal; to divulge,N1,さあ、一晩飲み明かすぞ。,Let's drink the night away.
明くる,あくる,next; following,N1,僕は明くる朝パリへ立つことになっていた。,I was leaving for Paris the next morning.
明るい,あかるい,bright; cheerful,N1,月は明るい。,The moon is bright.
明後日,あさって,day after tomorrow,N1,また明後日。,See you in two days.
明白,あからさま,obvious; overt; plainly; frankly,N1,彼の指示は明白だった。,He was explicit in his instruction.
明瞭,めいりょう,clarity,N1,この文の意味は不明瞭だ。,The meaning of this sentence is obscure.
明朗,めいろう,bright; clear; cheerful,N1,彼は明朗快活な青年だ。,He is a cheerful young man.
滅びる,ほろびる,to be ruined; to go under; to perish; to be destroyed,N1,剣を取る者は皆剣で滅びる。,All who take up the sword will perish by the sword.
滅ぼす,ほろぼす,to destroy; to overthrow; to wreck; to ruin,N1,好奇心は身を滅ぼす。,Curiosity killed the cat.
滅茶苦茶,めちゃくちゃ,absurd; unreasonable; excessive; messed up; spoiled; wreaked,N1,そりゃまた滅茶苦茶だな。,That's quite absurd.
滅亡,めつぼう,downfall; ruin; collapse; destruction,N1,人類は滅亡するだろう。,Man would perish.
免れる,まぬかれる,to escape from; to be rescued from; to avoid; to evade; to avert; to elude; to be exempted; to be relieved,N1,又しても死を免れることができた。,Again I was able to escape death.
免除,めんじょ,exemption; exoneration; discharge,N1,君の出席は免除する。,We will exempt you from attending.
面,おも,face,N1,結構面白い。,It's so exciting.
面する,めんする,to face on; to look out on to,N1,君の行いには赤面する。,I am ashamed of your conduct.
面会,めんかい,interview,N1,彼は面会謝絶だ。,He sees no company.
面白い,おもしろい,interesting; amusing,N1,結構面白い。,It's so exciting.
面目,めんぼく,face; honour; reputation; prestige; dignity; credit,N1,面目丸つぶれだ。,I have lost face completely.
面皰,にきび,pimple; acne,N1,,
模型,もけい,model; dummy; maquette,N1,私は模型の飛行機を作った。,I made a model plane.
模索,もさく,groping (for),N1,現状の打開策を暗中模索している。,We are groping for a way out of the present situation.
模範,もはん,exemplar; exemplification; exemplum; model; example,N1,彼は正直の模範だ。,He is a model of honesty.
模倣,もほう,imitation; copying,N1,全ての子供には、尊敬し模倣する人が必要だ。,Every child needs someone to look up to and copy.
猛烈,もうれつ,violent; vehement; rage,N1,猛烈な暑さだ。,The heat is intense.
盲点,もうてん,blind spot,N1,,
網,あみ,net; network,N1,彼は網を張った。,He fixed the net.
木綿,きわた,cotton,N1,このブラウスは木綿製です。,This blouse is cotton.
目蓋,まぶた,eyelid,N1,目蓋には淡い日の光、ゆるやかな色合いが部屋の中を染める。,"Dim sunbeams on my eyelids, a faint tinge dyes the room."
目覚しい,めざましい,brilliant; splendid; striking; remarkable,N1,彼が１９歳で優勝したのは目覚しい。,It's amazing that he won the championship at the age of nineteen.
目覚める,めざめる,to wake up,N1,目覚めるまで長かった。,It took me a long time to wake up.
目盛,めもり,scale; gradations,N1,日本では摂氏の目盛りが使われている。,The Celsius scale is used in Japan.
目付き,めつき,look; expression of the eyes; eyes,N1,,
目方,めかた,weight,N1,塩は目方で売られる。,Salt is sold by weight.
目録,もくろく,catalogue; catalog; list,N1,新刊書の目録を作って欲しいと思います。,I wish you would make a list of the newly published books.
目論見,もくろみ,a plan; a scheme; a project; a program; intention; goal,N1,その目論見は失敗に終わった。,The attempt ended in failure.
目眩,めまい,dizziness; giddiness,N1,疲労やら飢えやらで彼は目眩を感じた。,"What with fatigue and hunger, he was faint."
問,もん,problem; question,N1,問題ないよ。,No problem!
問い合わせる,といあわせる,to enquire; to seek information,N1,,
問う,とう,to ask; to question; to charge (i.e. with a crime); to accuse; without regard to (neg),N1,彼にもう一杯いかがかと問う。,Ask if he wants another drink.
問屋,といや,wholesale store,N1,そうは問屋がおろさないぞ。,You won't get it so easily.
門,かど,gate,N1,口は禍の門。,The tongue wounds more than a lance.
夜具,やぐ,bedding,N1,母はひろしの夜具をぐいと引き剥がした。,Mother yanked the bedclothes off Hiroshi.
夜更かし,よふかし,staying up late; keeping late hours; sitting up late at night; nighthawk,N1,夜更かしをする。,We keep late hours.
夜更け,よふけ,late at night,N1,我々は夜更けまで語り合った。,We talked late into the night.
夜行,やぎょう,walking around at night; night train; night travel,N1,猫は夜行性の動物だ。,Cats are active at night.
夜中,やちゅう,all night; the whole night,N1,もう真夜中だ。,It's midnight.
野外,やがい,fields; outskirts; open air; suburbs,N1,今日の野外はとても暑い。,It's really hot outside today.
野心,やしん,ambition; aspiration; designs; treachery,N1,トムは野心がない。,Tom has no ambition.
野生,やせい,wild,N1,キツネは野生動物です。,A fox is a wild animal.
野党,やとう,opposition party,N1,野党は所得税減税法案を提出した。,The opposition party put forward a bill to reduce income tax.
矢,や,arrow,N1,光陰矢の如し。,Time flies like an arrow.
矢っ張り,やっぱり,also; as I thought; still; in spite of; absolutely,N1,,
矢鱈に,やたらに,randomly; recklessly; blindly,N1,,
役,えき,war; campaign; battle,N1,私は服役中だ。,I'm in jail.
役場,やくば,town hall,N1,ここが役場です。,This is the Town Hall.
役職,やくしょく,post; managerial position; official position,N1,役職は何ですか？,What do you do?
役立つ,やくだつ,to be useful; to be helpful; to serve the purpose,N1,相互理解は平和に役立つ。,Mutual understanding makes for peace.
愈々,いよいよ,more and more; all the more; increasingly; at last; beyond doubt,N1,,
油絵,あぶらえ,oil painting,N1,彼女は油絵を始めた。,She has taken to painting in oils.
優,やさ,gentle; affectionate,N1,優勝したよ。,I won first prize.
優位,ゆうい,predominance; ascendancy; superiority,N1,広告に関してはコークの方が優位にたっている。,"When it comes to advertising, Coke is ahead of the game."
優越,ゆうえつ,supremacy; predominance; being superior to,N1,彼は優越感を持っている。,He has a superiority complex.
優勢,ゆうせい,superiority; superior power; predominance; preponderance,N1,彼は相手より少し優勢だった。,He had a slight edge on his opponent.
優先,ゆうせん,preference; priority,N1,年寄りを優先しろ。,Do make older people the priority!
優美,ゆうび,grace; refinement; elegance,N1,彼女の動作はすべて優美だった。,All her motions were graceful.
勇敢,ゆうかん,bravery; heroism; gallantry,N1,私は勇敢だ。,I'm brave.
幽霊,ゆうれい,ghost; specter; apparition; phantom,N1,幽霊は存在する。,Ghosts exist.
憂鬱,ゆううつ,depression; melancholy; dejection; gloom,N1,憂鬱になる。,I feel melancholy.
有する,ゆうする,to own; to be endowed with,N1,偉大な天才は最短の伝記を有する。,Great geniuses have the shortest biographies.
有りのまま,ありのまま,the truth; fact; as it is; frankly,N1,,
有益,ゆうえき,beneficial; profitable,N1,馬は有益な動物である。,The horse is a useful animal.
有機,ゆうき,organic,N1,人間は複雑な有機体だ。,Man is a complex organism.
有難う,ありがとう,Thank you,N1,とにかく有難う。,Thank you just the same.
有望,ゆうぼう,good prospects; full of hope; promising,N1,彼は前途有望です。,He has a bright future.
有様,ありさま,state; condition; circumstances; the way things are or should be; truth,N1,彼女は哀れを誘う有様だった。,She was in a piteous state.
有力,ゆうりょく,1.  influence; prominence; 2.  potent,N1,彼は政界の有力者だ。,He is an influence in politics.
誘導,ゆうどう,guidance; leading; induction; introduction; incitement; inducement,N1,検事は誘導尋問をした。,The prosecutor asked me a leading question.
誘惑,ゆうわく,temptation; allurement; lure,N1,彼女は誘惑に負けた。,She gave way to temptation.
遊牧,ゆうぼく,nomadism,N1,,
雄,おす,male (animal),N1,英雄相知る。,Like knows like.
融資,ゆうし,financing; loan,N1,銀行はその会社に融資をした。,The bank accommodated the company with a loan.
融通,ゆうずう,lending (money); accommodation; adaptability; versatility; finance,N1,私は友達にお金を融通した。,I accommodated my friend with money.
夕焼け,ゆうやけ,sunset,N1,きれいな夕焼けだよ！,What a beautiful sunset!
夕暮れ,ゆうぐれ,evening; (evening) twilight,N1,夕暮れが谷間に迫っていた。,Evening was closing in on the valley.
予め,あらかじめ,beforehand; in advance; previously,N1,休暇の計画を予め立てている。,We are making advance plans for our holidays.
予感,よかん,presentiment; premonition,N1,嫌な予感がする。,I have a bad feeling.
予言,かねごと,prediction; promise; prognostication,N1,彼の予言は当たった。,His prediction has come true.
予想,よそう,expectation; anticipation; prediction; forecast,N1,予想外だった。,It was unexpected.
余り,あんまり,not very (this form only used as adverb); not much; remainder; rest; remnant; surplus; balance; excess; rema,N1,余り楽しくなかったな。,I didn't enjoy it very much.
余暇,よか,leisure; leisure time; spare time,N1,ユリコは余暇に花を生ける。,Yuriko arranges flowers in her spare time.
余興,よきょう,side show; entertainment,N1,忘年会の余興で大喜利をやることになった。,It's been decided that the entertainment for our year-end party will be a question-with-comical-improvised-answer session.
余所見,よそみ,looking away; looking aside,N1,,
余地,よち,place; room; margin; scope,N1,疑う余地はない。,There is no room for doubt.
余程,よっぽど,very; greatly; much; to a large extent; quite,N1,,
与党,よとう,government party; (ruling) party in power; government,N1,与党は前の選挙で過半数を占めた。,The government got their majority at the last election.
預金,よきん,deposit; bank account,N1,預金口座を開く。,I'll open a bank account.
容易い,たやすい,easy; simple; light,N1,容易いことじゃない。,It isn't easy.
揺さぶる,ゆさぶる,to shake; to jolt; to rock; to swing,N1,ラブソングは私の心を揺さぶる。,Love songs move me.
揺らぐ,ゆらぐ,to swing; to sway; to shake; to tremble,N1,,
様,さま,Mr. or Mrs.; manner; kind; appearance,N1,お気の毒様。,I am sorry for you.
様式,ようしき,style; form; pattern,N1,彼は新しい生活様式に慣れた。,He got accustomed to the new way of living.
様相,ようそう,aspect,N1,コンピューターが産業の様相を大きく変えた。,Computers have changed the industrial picture considerably.
洋風,ようふう,western style,N1,私は洋風の家に住んでいます。,I live in a Western-style house.
溶液,ようえき,solution (liquid),N1,,
用件,ようけん,business,N1,ご用件は伺っておりますか？,Are you being waited on?
用紙,ようし,blank form,N1,コピー用紙が要ります。,I need printer paper.
用品,ようひん,articles; supplies; parts,N1,日用品の値段が上がった。,Daily commodities increased in price.
用法,ようほう,directions; rules of use,N1,その２語の用法の区別は明瞭である。,The distinction in usage between the two words is clear.
要する,ようする,to demand; to require; to take,N1,要するに人生は短い。,"In a word, life is short."
要因,よういん,primary factor; main cause,N1,健康は幸福の重要な要因だ。,Health is an important factor of happiness.
要請,ようせい,claim; demand; request; application,N1,犯罪捜査への協力を要請された。,I was asked to cooperate with them for the criminal investigation.
要望,ようぼう,demand for; request,N1,ご要望の通りにいたします。,We shall be pleased to comply with your request.
遥か,はるか,far; far-away; distant; remote; far off,N1,遥か遠くに住んでいます。,I live too far away.
養う,やしなう,to rear; to maintain; to cultivate,N1,彼を養うのは君の責任だ。,It is up to you to support him.
養護,ようご,protection; nursing; protective care,N1,,
養成,ようせい,training; development,N1,心身共にベストのコンディションで新人養成合宿に臨みましょう。,"With both mind and body in their best condition, let's look forward to the newcomers' training camp."
抑圧,よくあつ,check; restraint; oppression; suppression,N1,王は人民を抑圧した。,The king oppressed his people.
抑制,よくせい,suppression,N1,政府はインフレ抑制に努力すべきだ。,The government should endeavor to curb inflation.
欲深い,よくふかい,greedy,N1,さて人間とは欲深いものです。,Men are greedy.
欲望,よくぼう,desire; appetite,N1,欲望を愛と混同するな。,Don't confuse desire with love.
浴室,よくしつ,bathroom; bath,N1,ここが浴室です。,This is the bathroom.
裸足,はだし,barefoot,N1,どうして裸足なの？,Why are you barefoot?
来る,きたる,to come; to arrive; to be due to; to be next; to be forthcoming,N1,先生が来る。,There comes our teacher.
来場,らいじょう,attendance,N1,,
頼み,たのみ,request; favor; reliance; dependence,N1,頼みがあります。,I have a personal favor to ask.
雷,いかずち,thunder,N1,避雷針って何？,What's a lightning rod?
絡む,からむ,to entangle; to entwine,N1,,
落ちる,おちる,to fail (e.g. exam); to fall down; to drop,N1,猿も木から落ちる。,Even the worthy Homer sometimes nods.
落ち込む,おちこむ,to fall into; to feel down (sad),N1,そう落ち込むなよ。,Keep your chin up.
落ち着き,おちつき,calm; composure,N1,落ち着きが肝心です。,We must keep calm.
落ち葉,おちば,fallen leaves; leaf litter; defoliation; shedding leaves,N1,その葉っぱは落ち葉だ。,That leaf is fallen.
落とす,おとす,to drop; to lose; to let fall,N1,体重を落とすつもりだよ。,I'm going to lose weight.
落下,らっか,fall; drop; come down,N1,落下物に注意！,Watch out for falling objects!
酪農,らくのう,dairy (farm),N1,,
乱す,みだす,to throw out of order; to disarrange; to disturb,N1,コンピューターは難しくて混乱する。,"Computers are difficult, so I get confused."
乱れる,みだれる,to get confused; to be disordered; to be disturbed,N1,,
濫用,らんよう,abuse; misuse; misappropriation; using to excess,N1,ケネス・スターがまたしても権力を濫用し、私がインターネットを使う権利を剥奪したのです。,Kenneth Starr abused his power again and took away my right to get on-line.
藍褸,ぼろ,rag; scrap; tattered clothes; fault (esp. in a pretense); defect; run-down or junky,N1,,
利根,りこん,intelligence,N1,,
利子,りし,interest (bank),N1,この貯金には三分の利子が付く。,This deposit bears three percent interest.
利潤,りじゅん,profit; returns,N1,もちろん利潤は生産費を上回るべきです。,Benefits of course should exceed the costs.
利息,りそく,interest (bank),N1,彼は利息を付けて借金払いをした。,He paid the loan with interest.
利点,りてん,advantage; point in favor,N1,若さにはそれなりの利点がある。,Youth has its advantages.
履歴,りれき,personal history; background; career; log,N1,警察はその男の履歴を調べた。,The police looked into the records of the man.
理屈,りくつ,theory; reason,N1,それは理屈に合わない。,It is contrary to reason.
理性,りせい,reason; sense,N1,彼は理性的な人だ。,He is a man of reason.
理論,りろん,theory,N1,彼の理論は難解だ。,His theory is difficult to understand.
裏返し,うらがえし,inside out; upside down,N1,シャツ、裏返しよ。,Your shirt is inside out.
率いる,ひきいる,to lead; to spearhead (a group); to command (troops),N1,,
率直,そっちょく,frankness; candour; openheartedness,N1,率直に話してください。,Speak to me freely.
立ち寄る,たちよる,to stop by; to drop in for a short visit,N1,来週彼女のところに立ち寄るつもりだ。,I'm going to drop in on her next week.
立体,りったい,solid body,N1,我々はその問題を立体的に調査した。,We investigated the matter from all angles.
立方,たちかた,dancing (geisha),N1,その少年は連立方程式を楽に解いた。,The boy solved the simultaneous equation with ease.
立法,りっぽう,legislation; lawmaking,N1,政府は立法権を持っている。,The government has the power of legislation.
略語,りゃくご,abbreviation; acronym,N1,PKOが何の略語だか知ってる？,Do you know what PKO stands for?
略奪,りゃくだつ,pillage; plunder; looting; robbery,N1,政府役人の豪邸が略奪された。,A government official's stately mansion was looted.
流,りゅう,styleof; method of; manner of,N1,流行を追うな。,Don't follow fashion.
流し,ながし,sink,N1,私は涙を流した。,I was brought to tears.
流行,はやり,fashionable; fad; in vogue; prevailing,N1,流行を追うな。,Don't follow fashion.
